fixture	period	category	depth	slot	cellKey	plainText
12-jeong-extreme-strong-continuous-tiered.json	life	overall	expert	para2	life/overall/expert/para2	이 시기에 무리한 전환만 줄이면 후반기 자리가 한결 안정돼요.
12-jeong-extreme-strong-continuous-tiered.json	life	overall	expert	para3	life/overall/expert/para3	#통관용신의 흐름이 자리하면 한쪽으로 막힌 흐름을 부드럽게 살려 주고, #병약용신의 리듬이 곁에 들어오면 모자란 자리를 자연스레 받쳐 주는 호흡이 함께 흘러요.
12-jeong-extreme-strong-continuous-tiered.json	life	overall	expert	para4	life/overall/expert/para4	#월덕귀인의 기운이 #조상궁의 뿌리와 함께 보이는 사주는 장년기의 작은 무리도 부드럽게 풀어 주는 자리가 자주 등장해요. 한 번 큰 분기 뒤에는 천천히 다지는 시간이 평생의 가장 큰 자산이 되는 사주이니, 후반기로 갈수록 자기 페이스를 지켜 두는 호흡이 깊어져요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	brief	headline	life/wealth/brief/headline	평생의 재물은 관리의 방향이 또렷해지는 흐름이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	standard	para0	life/wealth/standard/para0	평생의 재물은 천천히, 그러나 또렷하게 모이는 편이에요. 한 번에 큰돈을 잡기보다는 작은 관리 습관을 차곡차곡 다듬는 방식이 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	standard	para1	life/wealth/standard/para1	비유하자면 들판이 한 줌씩 가지런히 다져지는 그림이에요. 한 번에 큰 무리수를 좇기보다 한 자리씩 단단히 다져 가는 흐름이 꾸준함을 만들어, 자산을 키워 줘요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	standard	para2	life/wealth/standard/para2	잘 풀리는 지점은 꾸준한 관리예요. 적금처럼 일정한 기준을 만들어 두면, 시간이 지나며 단단한 자산이 자리 잡아요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	standard	para3	life/wealth/standard/para3	주의할 점은 큰 한 방을 좇아 페이스를 잃는 거예요. 자기 속도와 다른 선택을 따라가다 보면 모은 돈도 흩어질 수 있어요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	standard	para4	life/wealth/standard/para4	천천히 가는 것이 결국 가장 빠른 길이에요. 자기 속도를 지키는 것 자체가 큰 자산이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	expert	para0	life/wealth/expert/para0	장기 재물운에서 봄과 여름의 현재 계절은 기회 탐색과 거래 속도를 키워요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	expert	para1	life/wealth/expert/para1	#편재가 활동성을 만들 수 있지만, #정재의 관리 구조가 약하면 흩어지는 돈이 늘 수 있어요. #용신과 맞는 확장인지 먼저 구분해야 해요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	expert	para2	life/wealth/expert/para2	#재백궁의 흐름과 #천을귀인의 자리가 함께 보이면 도움 받는 흐름이 자기 자산이 되는 사주이니, 작은 도움도 미루지 않는 호흡이 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	life	wealth	expert	para3	life/wealth/expert/para3	#격국적합도의 평균이 또렷한 사주는 자기 격에 맞는 자산 자리가 한 흐름으로 모이고, #안정성지수가 받쳐 주는 시기엔 자산 흐름이 한 단계 깊어지는 자리가 보여요.
12-jeong-extreme-strong-continuous-tiered.json	life	health	brief	headline	life/health/brief/headline	긴 흐름에서는 몸을 조금씩 움직이며 활력을 살리기 좋아요.
12-jeong-extreme-strong-continuous-tiered.json	life	health	standard	para0	life/health/standard/para0	평생 컨디션 흐름이 보통 흐름으로 자리 잡은 사주라, 평소 습관이 그대로 운명의 자산이 돼요. 큰 변동 없이 흐르지만, 작은 신호를 무시하면 후반에 부담이 커질 수 있어요.
12-jeong-extreme-strong-continuous-tiered.json	life	health	standard	para1	life/health/standard/para1	잘 자는 자리, 잘 먹는 자리, 잘 움직이는 자리 세 가지를 한 번씩 점검하는 습관만 있어도 충분히 부드러운 흐름이 만들어져요. 매일 같은 시각에 일어나는 작은 규칙이 큰 약이 되는 흐름이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	health	standard	para2	life/health/standard/para2	가벼운 변화·새 시도는 한 번에 하나씩만 들여 봐도 좋아요. 무리하지 않는 페이스가 길게 가는 흐름의 핵심이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	health	expert	para0	life/health/expert/para0	장기 건강운에서 봄과 여름의 현재 계절은 활동성과 대사 리듬을 빠르게 만듭니다.
12-jeong-extreme-strong-continuous-tiered.json	life	health	expert	para1	life/health/expert/para1	#정인이 받쳐 주면 회복이 안정되지만, #편인이 과하면 컨디션 해석이 예민해질 수 있습니다. #용신 방향의 보충 루틴을 오래 유지하세요.
12-jeong-extreme-strong-continuous-tiered.json	life	health	expert	para2	life/health/expert/para2	#지살의 신호가 보일 때는 잠시 환경을 바꿔 주는 자극이 컨디션에 새 호흡을 더해 주고, #천의의 자리가 의료·치유 흐름의 도움을 천천히 흘려 보내 줘요.
12-jeong-extreme-strong-continuous-tiered.json	life	health	expert	para3	life/health/expert/para3	#음양조화도의 평균이 또렷한 사주는 #안정성지수도 함께 단단해지는 자리라, 큰 결정보다 작은 회복 습관이 평생의 무기가 돼요.
12-jeong-extreme-strong-continuous-tiered.json	life	academic	brief	headline	life/academic/brief/headline	천천히, 조금씩 쌓아 올리는 학업운이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	academic	standard	para0	life/academic/standard/para0	평생 학업은 폭발적으로 솟기보다 곁의 도움을 받으며 천천히 단단해지는 편이에요. 한 번에 큰 결과를 내려 하기보다 작은 마무리를 차곡차곡 쌓는 식이 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	life	academic	standard	para1	life/academic/standard/para1	좋은 선생·책·동료를 만나면 그 도움으로 가까운 분야부터 길이 열려요. 무리하게 끌고 가기보다 휴식과 학습의 리듬을 짜 두는 것이 결국 더 멀리 가는 길이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	academic	standard	para2	life/academic/standard/para2	도움을 청하는 한 마디가 아주 큰 자산이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	academic	expert	para0	life/academic/expert/para0	생애 학업운에서 봄과 여름의 현재 계절은 학습 입력을 실제 산출로 전환하는 힘을 키워요.
12-jeong-extreme-strong-continuous-tiered.json	life	academic	expert	para1	life/academic/expert/para1	#정인은 기본기와 정석을 잡고, #식신은 배운 내용을 설명과 결과물로 바꿉니다.
12-jeong-extreme-strong-continuous-tiered.json	life	academic	expert	para2	life/academic/expert/para2	#용신 방향과 맞는 학습 루틴을 장기 기준으로 두면 좋아요.
12-jeong-extreme-strong-continuous-tiered.json	life	academic	expert	para3	life/academic/expert/para3	#대운궁실의 흐름과 #일진이 함께 활기를 띠는 시기에는 그동안 미뤄 둔 학습 한 단원을 매듭지을 흐름이 자연스럽게 모여요.
12-jeong-extreme-strong-continuous-tiered.json	life	romance	brief	headline	life/romance/brief/headline	인연의 흐름은 큰 사건보다 매일의 태도에서 천천히 만들어져요.
12-jeong-extreme-strong-continuous-tiered.json	life	romance	standard	para0	life/romance/standard/para0	관계에서는 순간의 감정보다 생활 속에서 반복되는 태도가 더 중요해져요.
12-jeong-extreme-strong-continuous-tiered.json	life	romance	standard	para1	life/romance/standard/para1	편안하게 연락할 수 있는지, 서로의 시간을 존중하는지, 힘든 날에도 말투가 지나치게 날카로워지지 않는지를 보면 관계의 안정감을 알 수 있습니다.
12-jeong-extreme-strong-continuous-tiered.json	life	romance	standard	para2	life/romance/standard/para2	작은 약속이 흔들림 없이 지켜지는 모습이 오래 가는 관계의 가장 단단한 기반이 돼요.
12-jeong-extreme-strong-continuous-tiered.json	life	romance	expert	para0	life/romance/expert/para0	장기 인연운에서 봄과 여름의 현재 계절은 관계의 시작 속도와 표현량을 키워요.
12-jeong-extreme-strong-continuous-tiered.json	life	romance	expert	para1	life/romance/expert/para1	#배우자궁의 안정성만 보지 말고, #사주적합도가 실제 생활 리듬과 이어지는지도 봐야 해요.
12-jeong-extreme-strong-continuous-tiered.json	life	romance	expert	para2	life/romance/expert/para2	#음양조화도가 과열되면 설렘이 빠르게 커지지만 관계의 합의는 늦어질 수 있습니다.
12-jeong-extreme-strong-continuous-tiered.json	life	romance	expert	para3	life/romance/expert/para3	#처궁의 흐름과 #자식궁의 자리가 함께 살아나는 시기엔 가까운 관계가 한 단계 깊어지는 흐름이 보여요.
12-jeong-extreme-strong-continuous-tiered.json	life	family	brief	headline	life/family/brief/headline	양쪽 세대 곁을 함께 챙기는 든든한 시기예요.
12-jeong-extreme-strong-continuous-tiered.json	life	family	standard	para0	life/family/standard/para0	이 사주는 가까운 사람이 평생 따뜻하게 받쳐 주는 편이에요. 어린 시절에는 보호자의 도움이 큰 기반을 만들어 주고, 자라면서 만나는 친구·동료·가까운 이웃이 자기 기반을 함께 키워 줘요.
12-jeong-extreme-strong-continuous-tiered.json	life	family	standard	para1	life/family/standard/para1	도움받는 일을 부끄러워하지 않고 자연스럽게 받는 태도가 곧 이 사주의 강점이에요. 인생 후반으로 갈수록, 받은 도움을 다른 모양으로 나눌 기회가 자연스럽게 생겨요.
12-jeong-extreme-strong-continuous-tiered.json	life	family	standard	para2	life/family/standard/para2	가까운 사람과의 안부를 자주 챙기는 일상이 평생의 큰 자산이 돼요.
12-jeong-extreme-strong-continuous-tiered.json	life	family	expert	para0	life/family/expert/para0	가족 장기 흐름에서 봄과 여름의 현재 계절은 관계 안의 활동성과 역할 노출을 키워요.
12-jeong-extreme-strong-continuous-tiered.json	life	family	expert	para1	life/family/expert/para1	#비견은 가족 안에서 자기 기준을 세우게 하고, #정인은 돌봄과 보호의 반복성을 봐요.
12-jeong-extreme-strong-continuous-tiered.json	life	family	expert	para2	life/family/expert/para2	#용신과 맞는 관계 방식이면 주도권을 나누고, 맞지 않으면 약속 범위를 줄여 충돌을 낮추는 해석이 적절해요.
12-jeong-extreme-strong-continuous-tiered.json	life	family	expert	para3	life/family/expert/para3	가족 자리는 #부모궁과 #조상궁이 흐름을 어떻게 이어 주는지 함께 살펴 두면 결정이 한층 또렷해지고, 평소 건네는 인사가 오래 남는 자리예요.
12-jeong-extreme-strong-continuous-tiered.json	life	career	brief	headline	life/career/brief/headline	커리어는 잘하는 일을 꾸준히 쌓는 게 좋아요.
12-jeong-extreme-strong-continuous-tiered.json	life	career	standard	para0	life/career/standard/para0	인생 전체의 직업운은 맡은 역할을 단단히 받쳐 가며 깊어지는 모양이에요. 결정의 무게가 늘어나는 시기라, 결정을 함께 의논할 사람을 일찍 정해 두면 흔들림이 줄어요.
12-jeong-extreme-strong-continuous-tiered.json	life	career	standard	para1	life/career/standard/para1	큰 역할만 좇기보다는 지금 맡은 일을 제대로 마무리하는 태도가 다음 신뢰가 된다는 점을 잊지 않으면 좋아요. 일과 가족 사이의 균형은 어느 한쪽이 무너지지 않게 자기 페이스를 적어 두는 것에서 시작돼요.
12-jeong-extreme-strong-continuous-tiered.json	life	career	standard	para2	life/career/standard/para2	한 역할에 오래 머문 만큼 후반의 기반도 단단해져요.
12-jeong-extreme-strong-continuous-tiered.json	life	career	expert	para0	life/career/expert/para0	직업운을 장기 구조로 볼 때 봄과 여름의 현재 계절은 밖으로 드러나는 실행 속도를 빠르게 만듭니다.
12-jeong-extreme-strong-continuous-tiered.json	life	career	expert	para1	life/career/expert/para1	#격국적합도가 실제 역할과 맞으면 확장 기회가 열리지만, #용신과 어긋나면 바쁜 일은 많아도 축적은 약해질 수 있습니다.
12-jeong-extreme-strong-continuous-tiered.json	life	career	expert	para2	life/career/expert/para2	#식신의 산출 능력이 살아나는지, 단순 활동량만 늘어나는지 구분해 보는 해석이 필요해요.
12-jeong-extreme-strong-continuous-tiered.json	life	career	expert	para3	life/career/expert/para3	#격국용신의 흐름과 #격국적합도의 평균이 또렷한 사주는 자기 격에 맞는 직업 길이 한 흐름으로 모이는 자리가 자주 등장해요.
12-jeong-extreme-strong-continuous-tiered.json	life	study_document	brief	headline	life/study_document/brief/headline	자격과 계약이 든든히 자리 잡는 인생이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	study_document	standard	para0	life/study_document/standard/para0	긴 흐름에서는 공부를 잘하는 힘보다 배운 것을 다시 꺼내 쓰는 힘이 중요해요.
12-jeong-extreme-strong-continuous-tiered.json	life	study_document	standard	para1	life/study_document/standard/para1	기록을 남기고, 필요한 때 찾아보고, 잘못된 부분을 고치는 습관이 쌓이면 문서와 학습 모두 안정돼요.
12-jeong-extreme-strong-continuous-tiered.json	life	study_document	standard	para2	life/study_document/standard/para2	오래 갈 학습일수록 매일의 작은 약속이 결과를 만듭니다.
12-jeong-extreme-strong-continuous-tiered.json	life	study_document	expert	para0	life/study_document/expert/para0	문서 장기운에서 봄과 여름의 현재 계절은 문서 작성, 제출, 결과물 전환이 빨라지는 흐름이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	study_document	expert	para1	life/study_document/expert/para1	#정인은 근거와 자료의 축적을, #식신은 문서 결과물의 생산성을 봐요.
12-jeong-extreme-strong-continuous-tiered.json	life	study_document	expert	para2	life/study_document/expert/para2	#용신과 충돌하면 제출 범위를 줄이고 검토 단계를 앞당기는 편이 적절해요.
12-jeong-extreme-strong-continuous-tiered.json	life	study_document	expert	para3	life/study_document/expert/para3	#천덕귀인의 흐름과 #월덕귀인의 자리가 함께 보이면 문서 흐름이 차분하게 자리 잡는 사주이니, 작은 도움도 미루지 않는 호흡이 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	life	expression_children	brief	headline	life/expression_children/brief/headline	조금씩 다듬으며 자기 흐름을 찾아 가는 표현이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	expression_children	standard	para0	life/expression_children/standard/para0	조금씩, 천천히 자기 표현을 찾아가는 인생이에요. 한 번에 큰 무대를 잡기보다 가까운 사람 앞에서 차근히 다듬어 가는 방식이 잘 맞아요.
12-jeong-extreme-strong-continuous-tiered.json	life	expression_children	standard	para1	life/expression_children/standard/para1	작은 화분에서 출발해 정원으로 자라는 모양이에요. 느린 호흡이 답답하게 느껴질 때도 있지만, 오랜 시간 깎고 다듬은 표현일수록 마지막 힘이 단단해요.
12-jeong-extreme-strong-continuous-tiered.json	life	expression_children	standard	para2	life/expression_children/standard/para2	자기 페이스로 자기 색을 만드는 데 인생의 가장 큰 보상이 있어요. 다음 세대와 만나는 기회도 함께 비치지만 어떤 모양이든 단정 없이 흘러가는 게 좋아요.
12-jeong-extreme-strong-continuous-tiered.json	life	expression_children	expert	para0	life/expression_children/expert/para0	장기 흐름에서 봄과 여름의 현재 계절은 표현과 산출 속도를 높여요.
12-jeong-extreme-strong-continuous-tiered.json	life	expression_children	expert	para1	life/expression_children/expert/para1	#식신은 안정적 생산성을, #상관은 기존 틀을 깨는 표현을 키워요.
12-jeong-extreme-strong-continuous-tiered.json	life	expression_children	expert	para2	life/expression_children/expert/para2	#자식궁과 함께 살펴보면 창작, 돌봄, 후배 양육의 방식이 더 선명해져요.
12-jeong-extreme-strong-continuous-tiered.json	life	expression_children	expert	para3	life/expression_children/expert/para3	#화개의 흐름과 #문창귀인의 자리가 함께 보이는 사주는 깊이 있는 표현이 자기 자산이 되는 모양이에요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	brief	headline	life/health_stress/brief/headline	어깨에 얹힌 무게를 가끔 풀어 줘요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	standard	para0	life/health_stress/standard/para0	기본 에너지가 또렷하기보다 잔잔한 편이라, 회복을 일정 안에 넣어 두는 사람일수록 평생 단단해지는 사주예요. '쉴 수 있을 때 쉰다'가 아니라 '쉴 시간을 먼저 정해 둔다'가 잘 맞아요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	standard	para1	life/health_stress/standard/para1	마음을 작은 우물에 비유하면, 자주 길어 쓰면서도 자주 채워야 하는 모습이에요. 한 번에 무거운 일을 짊어지기보다 자주 가벼운 일을 끝내는 식이 더 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	standard	para2	life/health_stress/standard/para2	잘 풀리는 것은 가까운 사람과의 회복이에요. 혼자 풀려고 하면 시간이 오래 걸리지만, 가까운 사람과 가볍게 이야기를 나누면 마음의 짐이 자연스럽게 줄어들어요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	standard	para3	life/health_stress/standard/para3	주의할 점은 무리한 약속이에요. '한 번만 더'가 쌓이면 자신도 모르게 지치기 쉬우니, 거절할 일은 가볍게 거절하는 연습이 평생 큰 자산이 돼요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	standard	para4	life/health_stress/standard/para4	전체적으로 큰 굴곡 없이, 자기 페이스를 지키는 사람에게 가장 잘 맞는 사주예요. 충분한 수면과 따뜻한 식사 같은 기본을 챙기면 마음·몸이 천천히 깊어져요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	expert	para0	life/health_stress/expert/para0	장기 스트레스 구조에서 봄과 여름의 현재 계절은 반응성과 열감을 증폭해요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	expert	para1	life/health_stress/expert/para1	#편인이 과하면 감각 과부하와 예민한 해석이 늘고, #정인은 반복 회복 루틴을 통해 몸을 안정시켜요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	expert	para2	life/health_stress/expert/para2	#안정성지수를 낮추는 과속 패턴을 장기적으로 줄여야 해요.
12-jeong-extreme-strong-continuous-tiered.json	life	health_stress	expert	para3	life/health_stress/expert/para3	#천의의 자리와 #천덕귀인의 흐름이 함께 보이면 회복의 흐름이 부드럽게 자리 잡는 사주이니, 자기 곁의 도움을 미루지 않는 호흡이 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	life	movement	brief	headline	life/movement/brief/headline	익숙한 동선에서 한 발짝씩 넓혀 가기 좋아요.
12-jeong-extreme-strong-continuous-tiered.json	life	movement	standard	para0	life/movement/standard/para0	평소 다니던 길을 한 축으로 두고 활동 반경을 천천히 키워 가는 평생 이동운이에요. 갑작스러운 큰 변화보다 자기 호흡에 맞춰 자리를 조금씩 늘려 가는 페이스가 잘 맞아요.
12-jeong-extreme-strong-continuous-tiered.json	life	movement	standard	para1	life/movement/standard/para1	작은 여행·짧은 출장이 자기 리듬을 회복시켜 줘요. 큰 변화는 한 번에 하지 않고 단계를 나눠 가면, 호흡이 흐트러지지 않아요.
12-jeong-extreme-strong-continuous-tiered.json	life	movement	standard	para2	life/movement/standard/para2	다만 변화 자체를 너무 미루면 몸과 마음이 무거워지기 쉬워요. 한 발짝 정도의 작은 움직임은 평생 자기 회복의 자산이 돼요.
12-jeong-extreme-strong-continuous-tiered.json	life	movement	expert	para0	life/movement/expert/para0	생애 이동운에서 봄과 여름의 현재 계절은 활동 반경 확장과 환경 전환을 촉진해요.
12-jeong-extreme-strong-continuous-tiered.json	life	movement	expert	para1	life/movement/expert/para1	#역마가 강하면 이동이 성장 동력이 되지만, #대운궁실의 장기 방향과 어긋나는 이동은 반복 소모를 만들 수 있어요.
12-jeong-extreme-strong-continuous-tiered.json	life	movement	expert	para2	life/movement/expert/para2	#용신과 맞는 지역, 업장, 생활 리듬을 우선 기준으로 삼으세요.
12-jeong-extreme-strong-continuous-tiered.json	life	movement	expert	para3	life/movement/expert/para3	#지살의 신호와 #천이궁의 흐름을 함께 봐 두면 이동의 길이 어떻게 펼쳐질지 한층 또렷해져요.
12-jeong-extreme-strong-continuous-tiered.json	today	overall	brief	headline	today/overall/brief/headline	느린 흐름이라, 휴식 한 박자가 큰 자산이 돼요.
12-jeong-extreme-strong-continuous-tiered.json	today	overall	standard	para0	today/overall/standard/para0	장년기의 차분한 기운이 오늘 하루에 부드럽게 이어져요. 처음엔 잔잔한 강줄기였다가 흐를수록 깊어지는 모양처럼, 늦은 출발도 마무리가 단단해요.
12-jeong-extreme-strong-continuous-tiered.json	today	overall	standard	para1	today/overall/standard/para1	무리해서 새 변화를 만들기보다 익숙한 페이스를 지키는 게 잘 맞아요.
12-jeong-extreme-strong-continuous-tiered.json	today	overall	standard	para2	today/overall/standard/para2	짧은 휴식 한 박자가 오늘의 가장 큰 자산이 돼요.
12-jeong-extreme-strong-continuous-tiered.json	today	overall	expert	para0	today/overall/expert/para0	장년기에는 일간이 약하고 #용신 보강을 의식적으로 챙겨야 해서, 짧은 휴식이 큰 자산이 돼요.
12-jeong-extreme-strong-continuous-tiered.json	today	overall	expert	para1	today/overall/expert/para1	#조상궁의 리듬이 단단할 때 오늘의 결이 한결 안정돼요.
12-jeong-extreme-strong-continuous-tiered.json	today	overall	expert	para2	today/overall/expert/para2	#납음의 흐름을 함께 살펴 두면 사주 모양의 깊은 색이 더 또렷해지고, #납음오행의 흐름이 자기 흐름을 보완하는 자리가 자주 등장해요.
12-jeong-extreme-strong-continuous-tiered.json	today	overall	expert	para3	today/overall/expert/para3	전체의 흐름은 #용신 방향과 #희신의 받침이 함께 들어오는 시기에 한 단계 부드러워지고, 거스르는 시기에는 한 박자 늦추는 호흡이 자기를 지키는 자리예요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	brief	headline	today/wealth/brief/headline	오늘은 작은 기록이 큰 자산이 되는 하루예요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	standard	para0	today/wealth/standard/para0	오늘은 작은 돈 관리와 기록을 차곡차곡 정리하기 좋은 하루예요. 큰 결정은 한 박자 늦추고, 익숙한 기준을 다듬는 방식이 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	standard	para1	today/wealth/standard/para1	비유하자면 잘 다진 들판이 한 줌씩 단단해지는 그림이에요. 한 번에 큰돈을 만들기보다 작은 관리가 모여 하루의 기반을 단단히 다져 줘요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	standard	para2	today/wealth/standard/para2	잘 풀리는 지점은 꾸준함이에요. 매월 같은 날 자동이체, 작은 적금처럼 일정한 자산 관리가 빛을 내요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	standard	para3	today/wealth/standard/para3	주의할 점은 큰 한 방을 좇는 권유예요. 자기 페이스를 지키는 것이 가장 단단한 선택이에요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	expert	para0	today/wealth/expert/para0	신약한 일간에 #정인의 기운이 들어오는 하루예요. #용신 보강이 부드럽게 들어오고, 직접 큰 거래를 잡기보다는 익숙한 기준을 다듬는 방식이 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	expert	para1	today/wealth/expert/para1	#정재의 기운이 안정돼 일정한 자산 관리가 빛을 내고, #편재가 들어오는 시기엔 한 박자 늦추는 방식이 좋아요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	expert	para2	today/wealth/expert/para2	돈의 흐름은 정재의 고정 흐름과 편재의 변동 흐름을 함께 살펴 두는 자리에서 단단해지고, 큰 한 번보다 작은 결정 쌓기가 자기 페이스에 잘 맞아요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	expert	para3	today/wealth/expert/para3	#재백궁의 흐름과 #천을귀인의 자리가 함께 보이면 도움 받는 흐름이 자기 자산이 되는 사주이니, 작은 도움도 미루지 않는 호흡이 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	today	wealth	expert	para4	today/wealth/expert/para4	#정재용신의 기운이 곁에 보이는 사주는 하루 단위의 작은 자산 관리가 평생의 토대로 쌓이는 자리예요. 신약한 일간이 큰 거래보다 익숙한 기준을 따르는 시간을 들여 두면, 오늘의 작은 절제 한 번이 한 달·한 해의 든든한 바탕이 되는 호흡이 자연스레 잡혀요.
12-jeong-extreme-strong-continuous-tiered.json	today	health	brief	headline	today/health/brief/headline	오늘은 무리한 운동보다 식사, 물, 휴식 시간을 먼저 챙기면 몸이 편요.
12-jeong-extreme-strong-continuous-tiered.json	today	health	standard	para0	today/health/standard/para0	오늘은 가벼운 흐름이라, 무리해서 한 번에 많은 일을 처리하기보다 짧게 끊어 가는 페이스가 잘 맞아요. 작은 화분이 쉬어 가며 자라는 모양처럼, 한 박자 늦추는 시간이 회복에 도움이 돼요.
12-jeong-extreme-strong-continuous-tiered.json	today	health	standard	para1	today/health/standard/para1	점심은 따뜻한 식사, 오후엔 가벼운 산책이나 짧은 환기가 도움이 돼요. 카페인을 너무 많이 잡으면 저녁에 잠자리가 흔들릴 수 있으니 한 잔쯤은 미뤄 두면 좋아요.
12-jeong-extreme-strong-continuous-tiered.json	today	health	standard	para2	today/health/standard/para2	중요한 결정은 오늘 한 박자 미뤄도 손해가 아니에요. 충분히 쉬고 내일 다시 보면 더 또렷이 보여요.
12-jeong-extreme-strong-continuous-tiered.json	today	health	expert	para0	today/health/expert/para0	오늘 건강운에서 봄과 여름 기운은 활동량과 열감을 빠르게 올릴 수 있습니다.
12-jeong-extreme-strong-continuous-tiered.json	today	health	expert	para1	today/health/expert/para1	#정인의 회복 루틴이 받쳐 주면 움직임이 득이 되지만, #편인이 과하면 예민함과 수면 흔들림이 커질 수 있습니다. #안정성지수를 낮추는 선택은 피하세요.
12-jeong-extreme-strong-continuous-tiered.json	today	health	expert	para2	today/health/expert/para2	#조후용신의 흐름이 또렷한 사주는 #조후의 흐름이 컨디션의 큰 축을 잡아 주는 자리라, 계절의 흐름을 따라 자기 페이스를 천천히 맞춰 두는 호흡이 잘 어울려요.
12-jeong-extreme-strong-continuous-tiered.json	today	health	expert	para3	today/health/expert/para3	#지살의 흐름이 자리할 때는 짧은 외출이 자기 컨디션을 부드럽게 환기시키고, #천의의 자리는 가까운 회복 흐름이 다정하게 닿아 주는 흐름을 만들어 줘요.
12-jeong-extreme-strong-continuous-tiered.json	today	academic	brief	headline	today/academic/brief/headline	오늘은 책상 앞 한 시간을 또렷이 지켜요.
12-jeong-extreme-strong-continuous-tiered.json	today	academic	standard	para0	today/academic/standard/para0	오늘은 공부를 미루기보다 손을 움직이면 집중이 빨리 붙는 편이에요.
12-jeong-extreme-strong-continuous-tiered.json	today	academic	standard	para1	today/academic/standard/para1	큰 목표보다 짧은 문제 풀이, 요약, 과제 초안처럼 바로 끝낼 수 있는 단위를 먼저 잡아보세요.
12-jeong-extreme-strong-continuous-tiered.json	today	academic	standard	para2	today/academic/standard/para2	오늘 끝낸 만큼만 기록해 두면 부담이 덜해요.
12-jeong-extreme-strong-continuous-tiered.json	today	academic	expert	para0	today/academic/expert/para0	성인 초·중년의 오늘 학업운은 업무, 자격, 실무 학습을 동시에 고려해야 해요.
12-jeong-extreme-strong-continuous-tiered.json	today	academic	expert	para1	today/academic/expert/para1	#정인은 정리와 자격화, #편인은 낯선 자료를 해석하는 힘으로 봐요.
12-jeong-extreme-strong-continuous-tiered.json	today	academic	expert	para2	today/academic/expert/para2	#식신이 받쳐 주면 배운 내용을 문서나 발표로 바로 전환하기 좋고, #안정성지수가 낮으면 오늘은 새 범위보다 기존 자료 정리가 더 안전해요.
12-jeong-extreme-strong-continuous-tiered.json	today	academic	expert	para3	today/academic/expert/para3	#통관용신의 흐름과 #병약용신의 자리가 함께 또렷해지는 사주는 학습의 깊이가 자기 흐름의 균형을 따라가는 자리예요.
12-jeong-extreme-strong-continuous-tiered.json	today	romance	brief	headline	today/romance/brief/headline	오늘은 마음을 급히 확인하려 하기보다 편안한 대화가 더 좋아요.
12-jeong-extreme-strong-continuous-tiered.json	today	romance	standard	para0	today/romance/standard/para0	오늘의 인연운은 세게 밀어붙이는 쪽보다 서로의 리듬을 확인하는 쪽이 더 자연스러워요.
12-jeong-extreme-strong-continuous-tiered.json	today	romance	standard	para1	today/romance/standard/para1	먼저 결론을 묻기보다 편안한 말투로 근황을 나누면 관계의 온도를 부드럽게 맞출 수 있어요.
